state_id,region_id,year,device_model_id,quantity
13,1331900000,2024,19,32
13,1332100000,2024,19,72
66,6600000000,2024,27,6
15,1500100000,2024,48,16
15,1500300000,2024,48,10
15,1500700000,2024,48,6
15,1500900000,2024,48,30
16,1600100000,2024,48,169
16,1600300000,2024,27,4
16,1600500000,2024,27,41
16,1600700000,2024,27,10
16,1600900000,2024,27,10
16,1601100000,2024,27,22
16,1601300000,2024,27,45
16,1601500000,2024,27,12
16,1601700000,2024,48,27
16,1601900000,2024,48,51
16,1602100000,2024,27,6
16,1602300000,2024,27,4
16,1602500000,2024,27,2
16,1602700000,2024,48,400
16,1602900000,2024,48,3
16,1603100000,2024,27,28
16,1603300000,2024,27,1
16,1603500000,2024,27,10
16,1603700000,2024,27,11
16,1603900000,2024,27,17
16,1604100000,2024,48,17
16,1604300000,2024,27,42
16,1604500000,2024,27,14
16,1604700000,2024,27,6
16,1604900000,2024,27,18
16,1605100000,2024,27,40
16,1605300000,2024,27,8
16,1605500000,2024,27,54
16,1605700000,2024,27,17
16,1605900000,2024,27,12
16,1606100000,2024,27,6
16,1606300000,2024,27,5
16,1606500000,2024,27,21
16,1606700000,2024,27,11
16,1606900000,2024,27,15
16,1607100000,2024,27,4
16,1607300000,2024,27,14
16,1607500000,2024,27,9
16,1607700000,2024,27,7
16,1607900000,2024,27,10
16,1608100000,2024,27,4
16,1608300000,2024,27,21
16,1608500000,2024,27,4
16,1608700000,2024,27,6
17,1700100000,2024,26,33
17,1700300000,2024,27,8
17,1700500000,2024,82,18
17,1700700000,2024,82,40
17,1700900000,2024,27,17
17,1701100000,2024,82,44
17,1701300000,2024,27,6
17,1701500000,2024,82,13
17,1701700000,2024,48,2
17,1701900000,2024,27,86
17,1702100000,2024,82,31
17,1702300000,2024,83,18
17,1702500000,2024,82,21
17,1702700000,2024,27,27
17,1702900000,2024,82,32
17,1703100000,2024,19,3800
17,1703300000,2024,82,21
17,1703500000,2024,48,11
17,1703700000,2024,27,50
17,1703900000,2024,82,17
17,1704100000,2024,82,118
17,1704300000,2024,48,275
17,1704500000,2024,82,11
17,1704700000,2024,26,7
17,1704900000,2024,27,25
17,1705100000,2024,27,98
17,1705300000,2024,82,13
17,1705500000,2024,27,20
17,1705700000,2024,101.0,35
17,1705900000,2024,27,11
17,1706100000,2024,48,26
17,1706300000,2024,48,22
17,1706500000,2024,27,17
17,1706613000,2024,27,38
17,1706700000,2024,27,29
17,1706900000,2024,82,7
17,1707100000,2024,27,13
17,1707300000,2024,27,41
17,1707500000,2024,48,33
17,1707700000,2024,48,51
17,1707900000,2024,48,13
17,1708100000,2024,27,34
17,1708300000,2024,27,15
17,1708500000,2024,27,20
17,1708700000,2024,48,14
17,1708900000,2024,102.0,1275
17,1709100000,2024,82,66
17,1709300000,2024,26,41
17,1709700000,2024,27,117
17,1709900000,2024,82,82
17,1710100000,2024,26,16
17,1710300000,2024,82,20
17,1710500000,2024,82,43
17,1710700000,2024,82,18
17,1710900000,2024,48,18
17,1711100000,2024,27,288
17,1711300000,2024,27,226
17,1711500000,2024,82,30
17,1711700000,2024,82,42
17,1711900000,2024,27,201
17,1712100000,2024,27,52
17,1712300000,2024,26,22
17,1712500000,2024,82,13
17,1712700000,2024,48,18
17,1712900000,2024,26,7
17,1713100000,2024,83,11
17,1713300000,2024,27,12
17,1713500000,2024,82,27
17,1713700000,2024,48,32
17,1713900000,2024,82,20
17,1714000000,2024,19,1485
17,1714100000,2024,82,41
17,1714300000,2024,48,60
17,1714500000,2024,48,21
17,1714700000,2024,82,17
17,1714900000,2024,27,25
17,1715300000,2024,27,9
17,1715500000,2024,82,10
17,1715700000,2024,27,26
17,1715900000,2024,48,13
17,1716100000,2024,103.0,55
17,1716300000,2024,27,163
17,1716500000,2024,104.0,17
17,1716700000,2024,27,81
17,1716900000,2024,48,16
17,1717100000,2024,48,8
17,1717300000,2024,82,30
